	amicus	argDate	argMonth	argYear	caseName	cutoffs_ALL	cutoffs_BREYER	cutoffs_GINSBURG	cutoffs_KENNEDY	cutoffs_ROBERTS	cutoffs_SCALIA	decDate	majVotes	minVotes	winner	words_BREYER	words_GINSBURG	words_KENNEDY	words_ROBERTS	words_SCALIA	sentiment_BREYER	sentiment_GINSBURG	sentiment_KENNEDY	sentiment_ROBERTS	sentiment_SCALIA
07-290	0	6/26/08	6	8	DISTRICT OF COLUMBIA v. HELLER	18.0	1.0	1.0	1.0	1.0	1.0	6/26/08	5	4	0	1.0	-0.23893805309734514	1.0	0.9821428571428572	1.0	-0.05555555555555555	0.11666666666666667	-0.050118310482087536	0.03663419913419916	0.14014430014430015
07-308	0	4/15/08	4	8	UNITED STATES v. CLINTWOOD ELKHORN MINING COMPANY ET AL	-14.0	-0.3333333333333333	-1.0	-1.0	0.0	1.0	4/15/08	9	0	1	-0.3411214953271028	-0.462962962962963	-1.0	0.025423728813559324	1.0	0.07978896103896105	-0.27326007326007323	-0.047619047619047616	0.16101190476190474	-0.018725038402457764
07-312	0	6/16/08	6	8	"""FLA. DEP'T OF REVENUE v. PICCADILLY CAFETERIAS, INC."""	10.0	1.0	0.0	0.0	0.0	0.3333333333333333	6/16/08	7	2	1	1.0	0.27419354838709675	1.0	0.19090909090909086	0.12661498708010335	-0.05443452380952381	-0.03758503401360544	-0.06666666666666667	-0.16666666666666666	-0.06168430335096996
07-320	1	6/26/08	6	8	DAVIS v. FEC	4.0	0.0	0.5	0.3333333333333333	-1.0	0.1111111111111111	6/26/08	5	4	1	0.0	0.7604166666666666	0.5689655172413793	0.3821656050955414	-0.18	0.0	-0.06657986111111111	-0.21905797101449279	0.17467391304347826	-0.015918367346938758
07-330	0	6/23/08	6	8	GREENLAW v. UNITED STATES	-4.0	1.0	0.0	-1.0	0.0	1.0	6/23/08	6	3	1	1.0	1.0	-0.5627009646302251	0.1341991341991342	1.0	-0.21586557539682538	0.1788095238095238	-0.04982082732082732	0.044056122448979586	-0.01193236714975845
07-343	1	6/25/08	6	8	KENNEDY v. LOUISIANA	-45.0	-1.0	0.0	-1.0	-1.0	-1.0	6/25/08	5	4	1	-0.93006993006993	-1.0	-1.0	-0.8770491803278688	-1.0	-0.10263888888888889	0.1285714285714286	-0.019444444444444445	-0.0038302277432712114	0.06036086309523809
07-371	-1	6/12/08	6	8	TAYLOR v. STURGELL	10.0	0.0	-0.5555555555555556	1.0	0.5	0.09090909090909093	6/12/08	9	0	1	0.0	0.057142857142857134	1.0	0.8245614035087719	0.4563758389261745	0.0	0.04552655677655679	-0.12244897959183673	-0.10228174603174603	-0.1797773654916512
07-411	1	6/25/08	6	8	PLAINS COMMERCE BANK v. LONG FAMILY LAND & CATTLE CO.	-28.0	0.0	-1.0	1.0	-0.2	-0.6	6/25/08	5	4	1	0.0	-1.0	-0.15789473684210525	-0.103125	-0.5664335664335665	0.0	0.06517857142857142	-0.12685185185185185	0.015046831049135198	0.2037574404761905
07-440	0	6/23/08	6	8	ROTHGERY v. GILLESPIE COUNTY	7.0	0.2	0.5	0.0	1.0	0.5555555555555556	6/23/08	8	1	1	-0.3735255570117955	-0.36507936507936506	0.3259668508287293	-0.8333333333333334	0.7673469387755102	0.17826265842254213	-0.08603174603174603	-0.024461580086580087	0.056748608534322814	-0.048741645781119454
07-455	0	5/19/08	5	8	UNITED STATES v. AHMED RESSAM		0.0	0.0	0.0	0.0	0.0	5/19/08	8	1	1	-0.2545454545454545	-0.07142857142857142	-0.8064516129032258	0.53125	-0.25735294117647056	0.03277777777777778	-0.040178571428571425	-0.0932440476190476	0.0950091575091575	-0.09615608465608469
07-463	-1	3/3/09	3	9	PRISCILLA SUMMERS et al. v. EARTH ISLAND INSTITUTE et al.	11.0	0.6666666666666666	1.0	1.0	-1.0	0.5	3/3/09	5	4	1	0.10382513661202186	0.9065420560747663	1.0	-0.6071428571428571	0.38461538461538464	0.14796474358974357	0.0782312925170068	-0.22916666666666666	0.1490079365079365	-0.14641534391534394
07-474	0	6/9/08	6	8	"""ANUP ENGQUIST v. OREGON DEPARTMENT OF AGRICULTURE, ET AL"""	-12.0	-1.0	0.0	-1.0	-1.0	-1.0	6/9/08	6	3	0	-1.0	-1.0	-1.0	1.0	-0.3902439024390244	-0.02892416225749559	0.24097744360902257	-0.019220430107526873	-0.06950396825396825	0.04734019734019733
07-499	0	3/3/09	3	9	"""DANIEL GIRMAI NEGUSIE v. ERIC H. HOLDER, JR., ATTORNEY GENERAL"""	3.0	-1.0	-1.0	0.0	-0.6	0.6666666666666666	3/3/09	8	1	1	-0.9169329073482428	-0.8961038961038961	-0.13333333333333333	-0.5282651072124757	0.7001153402537486	-0.2681361607142857	0.2255952380952381	0.05000000000000002	-0.039718614718614736	0.264447364229973
07-512	-1	2/25/09	2	9	"""PACIFIC BELL TELEPHONE COMPANY, DBA AT&T CALIFORNIA et al. v. LINKLINE COMMUNICATIONS, INC., et al."""	0.0	0.0	0.0	0.0	0.0	0.0	2/25/09	9	0	1	-0.8085106382978723	0.0	-1.0	0.5609756097560976	0.0	-0.05000000000000001	-0.14333333333333334	-0.04412878787878787	-0.27419372294372296	0.0
07-513	-1	1/14/09	1	9	BENNIE DEAN HERRING v. UNITED STATES	9.0	-0.14285714285714285	1.0	0.0	1.0	1.0	1/14/09	5	4	0	0.25473684210526315	1.0	-0.19626168224299065	0.7647058823529411	0.8634146341463415	0.013039526155289666	0.5	0.046230158730158705	0.1020833333333333	0.0014423076923077219
07-526	0	2/24/09	2	9	"""DONALD L. CARCIERI, GOVERNOR OF RHODE ISLAND, et al. v. KEN L. SALAZAR, SECRETARY OF THE INTERIOR, et al."""	-2.0	-0.14285714285714285	1.0	0.0	-0.3333333333333333	-0.6	2/24/09	6	3	1	-0.231404958677686	-1.0	0.8601398601398601	0.4298642533936652	-0.5335689045936396	0.11899801587301587	-0.11458333333333334	0.004148351648351653	-0.15742559523809524	-0.0026884920634920595
07-542	0	4/21/09	4	9	ARIZONA v. RODNEY JOSEPH GANT	-10.0	-1.0	0.0	-1.0	0.0	-0.5	4/21/09	5	4	0	-1.0	1.0	0.1827956989247312	0.34	-0.22033898305084745	0.04784482758620689	-0.050824175824175824	0.07892156862745099	-0.03898237179487182	-0.011607142857142858
07-543	-1	5/18/09	5	9	AT&T CORPORATION v. NOREEN HULTEEN et al.	22.0	0.0	1.0	0.0	-1.0	1.0	5/18/09	7	2	1	1.0	0.4811715481171548	0.6428571428571429	-0.14035087719298245	1.0	0.0194896331738437	-0.09119047619047622	0.6958333333333333	-0.006944444444444443	0.020265151515151517
07-544	-1	12/2/08	12	8	"""ANTHONY HEDGPETH, WARDEN v. MICHAEL ROBERT PULIDO"""	11.0	0.0	1.0	0.0	0.0	-1.0	12/2/08	6	3	1	1.0	0.8444444444444444	1.0	-0.09944751381215468	-0.7872340425531915	-0.02276575276575276	0.25	0.08958333333333332	-0.16359577922077922	0.06416666666666668
07-552	0	6/23/08	6	8	"""SPRINT COMMUNS. CO., L.P. v. APCC SERVS."""	-2.0	0.3333333333333333	1.0	-0.5	-1.0	-1.0	6/23/08	5	4	0	0.3188854489164087	0.4788732394366197	-0.5	-0.13649025069637882	-0.8797814207650273	-0.01774962406015035	0.39761904761904765	0.04395061728395061	-0.35285947712418303	-0.027573891625615743
07-562	1	12/15/08	12	8	"""ALTRIA GROUP, INC., et al. v. STEPHANIE GOOD et al."""	-19.0	-1.0	0.0	0.0	-1.0	-0.2	12/15/08	5	4	0	-1.0	-1.0	-1.0	-0.8857142857142857	-0.2867132867132867	-4.1771094402679044e-05	0.1375	0.05000000000000002	0.10330459770114941	0.029047619047619017
07-581	-1	4/1/09	4	9	14 PENN PLAZA LLC et al. v. STEVEN PYETT et al.	2.0	-0.7142857142857143	0.6666666666666666	1.0	-1.0	0.0	4/1/09	5	4	1	-0.43142857142857133	0.639871382636656	1.0	0.006896551724137931	0.8492063492063492	-0.09849012775842042	0.1626750700280112	-0.009305555555555555	-0.21284013605442179	0.18226747999475276
07-582	0	4/28/09	4	9	"""FEDERAL COMMUNICATIONS COMMISSION, et al. v. FOX TELEVISION STATIONS, INC., et al."""	-1.0	0.6	0.6	-1.0	0.0	-0.4	4/28/09	5	4	1	0.9700598802395208	0.9393939393939394	-0.40425531914893614	-0.2434325744308231	-0.4026548672566372	0.2295995670995671	-0.10138888888888892	-0.3333333333333333	-0.01247432306255835	0.002726017943409237
07-588	0	4/1/09	4	9	"""ENTERGY CORPORATION v. RIVERKEEPER, INC., et al."""	-31.0	-1.0	0.0	0.3333333333333333	-1.0	-0.42857142857142855	4/1/09	5	4	1	-1.0	1.0	-0.5	0.1087719298245614	-0.4889867841409692	0.1238626700680272	-0.029967948717948723	-0.0965277777777778	0.13749999999999998	0.34529411764705886
07-591	1	6/25/09	6	9	LUIS E. MELENDEZ-DIAZ v. MASSACHUSETTS	-27.0	-0.5	0.0	-1.0	-1.0	-1.0	6/25/09	5	4	1	-0.7287066246056783	-1.0	-0.8679245283018868	-0.6994219653179191	-0.7163814180929096	0.089328231292517	0.11190476190476191	0.11693349753694583	-0.05833333333333335	0.027577380952380954
07-608	0	2/24/09	2	9	UNITED STATES v. RANDY EDWARD HAYES	0.0	-1.0	0.0	1.0	0.0	0.14285714285714285	2/24/09	7	2	1	-1.0	-1.0	-0.16666666666666666	0.3507853403141361	-0.2944297082228117	0.4333333333333333	0.0	0.19444444444444445	0.1628375592661307	-0.0745712676962677
07-610	0	1/21/09	1	9	"""DANIEL B. LOCKE, et al. v. EDWARD A. KARASS, STATE CONTROLLER, et al."""	-4.0	0.0	1.0	0.0	-1.0	0.3333333333333333	1/21/09	9	0	0	-0.12280701754385966	0.0	1.0	0.8061224489795918	-0.3523809523809524	0.06448412698412696	-0.023015873015873017	0.08333333333333333	-0.09811924769907965	-0.13333333333333333
07-615	-1	4/21/09	4	9	MINISTRY OF DEFENSE AND SUPPORT FOR THE ARMED FORCES OF THE ISLAMIC REPUBLIC OF IRAN v. DARIUSH ELAHI	19.0	1.0	-1.0	0.0	1.0	0.0	4/21/09	6	3	1	1.0	0.0684931506849315	1.0	0.5107142857142857	0.0	-0.09214535464535464	0.04672619047619048	0.037037037037037035	0.10433333333333333	0.0
07-636	0	1/26/09	1	9	"""KARI E. KENNEDY, EXECUTRIX OF THE ESTATE OF WILLIAM PATRICK KENNEDY, DECEASED v. PLAN ADMINISTRATOR FOR DUPONT SAVINGS AND INVESTMENT PLAN et al."""	7.0	-1.0	0.0	1.0	1.0	0.3333333333333333	1/26/09	9	0	0	-1.0	1.0	1.0	0.323943661971831	-0.37888198757763975	0.0922108843537415	0.0	-0.1121279761904762	0.10416666666666666	0.21171186895810956
07-665	-1	2/25/09	2	9	"""PLEASANT GROVE CITY, UTAH et al. v. SUMMUM"""	34.0	0.3333333333333333	0.0	1.0	0.0	1.0	2/25/09	9	0	1	0.6294642857142857	1.0	0.23577235772357724	0.6029411764705882	1.0	0.032698963844797174	-0.18214285714285713	0.08907407407407407	-0.07719017094017096	-0.1027719155844156
07-689	-1	3/9/09	3	9	"""GARY BARTLETT, EXECUTIVE DIRECTOR OF THE NORTH CAROLINA STATE BOARD OF ELECTIONS et al. v. DWIGHT STRICKLAND et al."""	6.0	0.0	1.0	1.0	1.0	0.0	3/9/09	5	4	0	0.05046728971962617	1.0	1.0	0.3288590604026846	0.984126984126984	-0.11359425521751908	-0.15626190476190477	0.009149184149184149	0.04743589743589743	-0.2459006734006734
07-751	-1	1/21/09	1	9	"""CORDELL PEARSON, et al. v. AFTON CALLAHAN"""	25.0	-1.0	-1.0	1.0	0.3333333333333333	0.0	1/21/09	9	0	1	-1.0	1.0	0.8207381370826009	0.4516129032258064	0.0	-0.3125	0.09083333333333334	6.938893903907228e-18	-0.039471243042671605	0.0
07-772	-1	1/21/09	1	9	"""DOUG WADDINGTON, SUPERINTENDENT, WASHINGTON CORRECTIONS CENTER v. CESAR SARAUSAD"""	9.0	0.0	1.0	0.3333333333333333	-1.0	1.0	1/21/09	6	3	1	0.3880597014925373	1.0	-0.021897810218978103	0.2413793103448276	1.0	0.0854572510822511	0.005859375000000002	-0.1314484126984127	-0.19836309523809526	-0.0014784946236559185
07-773	0	3/9/09	3	9	BETTY E. VADEN v. DISCOVER BANK et al.	-5.0	-0.3333333333333333	-0.6	-1.0	0.0	-1.0	3/9/09	5	4	1	-0.9877675840978594	-0.6083086053412463	0.2275132275132275	-0.6135265700483091	-0.7163636363636363	0.11174242424242423	0.10673469387755102	-0.10505952380952381	0.18660714285714283	-0.018020833333333333
07-854	-1	1/26/09	1	9	"""JOHN VAN DE KAMP, et al. v. THOMAS LEE GOLDSTEIN"""	19.0	1.0	0.0	1.0	0.0	1.0	1/26/09	9	0	1	1.0	1.0	0.8581560283687943	1.0	1.0	-0.13852813852813853	0.09166666666666667	0.37421875000000004	0.025595238095238095	0.0017857142857142893
07-869	0	2/24/09	2	9	"""BEN YSURSA, IDAHO SECRETARY OF STATE, et al. v. POCATELLO EDUCATION ASSOCIATION et al."""	-2.0	-1.0	1.0	0.3333333333333333	1.0	0.0	2/24/09	6	3	1	0.07246376811594203	0.0	0.9183673469387756	0.05925925925925926	0.5666666666666667	0.029662698412698377	-0.10333333333333332	0.17237433862433865	0.006428571428571429	-0.2142857142857143
07-901	1	1/14/09	1	9	OREGON v. THOMAS EUGENE ICE	-1.0	-1.0	0.0	0.0	-1.0	1.0	1/14/09	5	4	1	-0.6710182767624021	-1.0	0.3333333333333333	-0.4709677419354839	0.8842975206611571	-0.017120181405895697	0.0	-0.08333333333333334	0.052083333333333336	0.0162037037037037
07-984	-1	6/22/09	6	9	"""COEUR ALASKA, INC. v. SOUTHEAST ALASKA CONSERVATION COUNCIL et al."""	-15.0	-0.4	0.0	-1.0	-1.0	-0.42857142857142855	6/22/09	6	3	1	-0.4525316455696203	1.0	0.11904761904761905	-0.8343685300207039	-0.3019607843137255	0.15073604710701485	0.13333333333333333	-0.0007142857142857173	-0.040784168212739655	-0.050975639857218806
08-1008	1	3/31/10	3	10	"""SHADY GROVE ORTHOPEDIC ASSOCIATES, P. A. v. ALLSTATE INSURANCE COMPANY"""	0.0	0.0	0.0	0.0	0.0	0.0	3/31/10	5	4	1	0.0	0.0	0.0	0.0	0.0	0.21666666666666667	0.11857142857142858	0.0	-0.04166666666666667	0.0
08-103	-1	3/2/10	3	10	"""REED ELSEVIER, INC., et al., v. IRVIN MUCHNICK et al."""	19.0	1.0	1.0	0.0	0.0	1.0	3/2/10	8	0	1	1.0	0.5577557755775577	0.0	-0.15555555555555556	0.5189873417721519	-0.0578705776981639	-0.05129310344827589	0.0	0.22826479076479075	-0.022435897435897436
08-1065	0	1/4/10	1	10	"""POTTAWATTAMIE COUNTY, IOWA, et al., PETITIONERS v. CURTIS W. MCGHEE, JR., et al."""	8.0	0.0	0.0	0.3333333333333333	0.0	1.0	1/4/10	9	0	0	-1.0	1.0	0.5138888888888888	1.0	-0.14285714285714285	0.18652121212121212	0.010897435897435897	0.13381944444444446	-0.13667328042328045	-0.2728787878787879
08-108	0	5/4/09	5	9	IGNACIO CARLOS FLORES-FIGUEROA v. UNITED STATES	-5.0	-1.0	0.0	1.0	-1.0	0.0	5/4/09	9	0	1	-0.9603399433427762	1.0	1.0	-0.2727272727272727	0.40625	0.25681475029036005	0.06544117647058825	0.011934523809523803	-0.08823529411764706	0.23750000000000004
08-1107	0	2/23/10	2	10	THE HERTZ CORPORATION v. MELINDA FRIEND et al.	2.0	0.0	0.3333333333333333	0.0	0.0	-0.5	2/23/10	9	0	1	0.0	0.3565891472868217	1.0	0.2191780821917808	-0.5460992907801419	0.0	0.007239760239760239	-0.08750000000000001	-0.385	-0.022619047619047594
08-1119	-1	3/8/10	3	10	"""MILAVETZ, GALLOP & MILAVETZ, P. A., et al. v. UNITED STATES"""	14.0	1.0	0.0	1.0	0.0	1.0	3/8/10	9	0	1	1.0	1.0	1.0	1.0	1.0	0.10833333333333334	-0.04913382594417077	0.16614583333333333	-0.010416666666666666	0.03372252747252748
08-1134	-1	3/23/10	3	10	"""UNITED STUDENT AID FUNDS, INC. v. FRANCISCO J. ESPINOSA"""	25.0	-0.14285714285714285	1.0	1.0	0.0	-0.14285714285714285	3/23/10	9	0	0	0.5066921606118547	1.0	0.9052924791086352	0.8104265402843602	0.6318681318681318	0.060492724867724876	-0.04236111111111112	-0.08773809523809523	-0.1417063492063492	0.02301587301587302
08-1151	-1	6/17/10	6	10	"""STOP THE BEACH RENOURISHMENT, INC. v. FLORIDA DEPARTMENT OF ENVIRONMENTAL PROTECTION et al."""	13.0	0.0	1.0	1.0	0.2857142857142857	0.0	6/17/10	8	0	0	-0.584070796460177	1.0	0.20821114369501467	-0.2759226713532513	0.4126074498567335	-0.20021929824561405	-0.06126373626373627	0.05396825396825396	0.03739093860684774	0.08743794014627349
08-1175	1	2/23/10	2	10	FLORIDA v. KEVIN DEWAYNE POWELL	0.0	0.0	0.0	0.0	0.0	0.0	2/23/10	7	2	1	0.0	0.0	0.0	0.0	0.0	0.16124999999999995	0.1124812030075188	0.030151643990929688	0.002756892230576446	0.0508470695970696
08-1191	-1	6/24/10	6	10	"""ROBERT MORRISON, et al. v. NATIONAL AUSTRALIA BANK LTD. et al."""		0.0	0.0	0.0	0.0	0.0	6/24/10	8	0	0	0.949479940564636	0.4076923076923077	-1.0	0.6626506024096386	0.6842105263157895	-0.19486721611721605	-0.18538400782718964	-0.09722222222222221	-0.0013888888888888874	0.015786210317460313
08-1198	0	4/27/10	4	10	"""STOLT-NIELSEN S. A., et al. v. ANIMALFEEDS INTERNATIONAL CORP."""	-2.0	1.0	1.0	0.0	-1.0	-0.75	4/27/10	5	3	1	-0.13085234093637454	0.618421052631579	1.0	-0.8444084278768234	-0.8770226537216829	-0.04340561224489796	0.32916666666666666	0.0	-0.1528774350649351	-0.03254015721120984
08-1200	1	4/21/10	4	10	"""KAREN L. JERMAN v. CARLISLE, MCNELLIE, RINI, KRAMER & ULRICH LPA, et al."""	-8.0	0.5	-1.0	0.0	0.6666666666666666	0.0	4/21/10	7	2	1	-0.0621301775147929	-1.0	1.0	-0.1880108991825613	-0.7254901960784313	-0.06580899908172637	0.04421502976190476	0.0	0.09603492258972553	-0.45453869047619044
08-1214	-1	6/24/10	6	10	GRANITE ROCK COMPANY v. INTERNATIONAL BROTHERHOOD OF TEAMSTERS et al.	13.0	1.0	0.0	0.0	0.2	1.0	6/24/10	7	2	1	1.0	-0.07692307692307693	1.0	0.5656565656565656	1.0	-0.09821428571428571	0.06845238095238095	-0.09301378446115288	-0.0020658263305322055	0.053439153439153446
08-1224	0	5/17/10	5	10	"""UNITED STATES v. GRAYDON EARL COMSTOCK, JR., et al."""	-6.0	-1.0	0.0	0.0	0.3333333333333333	0.3333333333333333	5/17/10	7	2	1	-1.0	-1.0	0.2640692640692641	0.5376344086021505	0.1079136690647482	0.045138888888888895	-0.35	-0.5294444444444445	-0.11293650793650795	0.2363095238095238
08-1301	1	6/1/10	6	10	THOMAS CARR v. UNITED STATES	-5.0	0.0	-1.0	0.0	-1.0	0.0	6/1/10	6	3	1	-0.08695652173913042	-0.3611111111111111	1.0	0.29523809523809524	0.84	-0.13464285714285712	-0.325	-0.11666666666666668	-0.03638888888888889	0.19886964886964886
08-1314	1	2/23/11	2	11	"""DELBERT WILLIAMSON, et al., PETITIONERS v. MAZDA MOTOR OF AMERICA, INC., et al."""		0.0	0.0	0.0	0.0	0.0	2/23/11	8	0	1	1.0	-1.0	0.0	-0.7777777777777778	0.12195121951219512	-0.08206349206349209	0.007500000000000007	0.0	0.09166666666666667	0.0
08-1322	1	6/14/10	6	10	"""MICHAEL J. ASTRUE, COMMISSIONER OF SOCIAL SECURITY v. CATHERINE G. RATLIFF"""	0.0	0.0	0.0	0.0	0.0	0.0	6/14/10	9	0	1	0.0	0.0	0.0	0.0	0.0	0.004381613756613754	-0.04702380952380952	-0.0407312925170068	0.055004409171075845	-0.09375
08-1332	0	6/17/10	6	10	"""CITY OF ONTARIO, CALIFORNIA, et al. v. JEFF QUON et al."""	30.0	1.0	1.0	-1.0	1.0	1.0	6/17/10	9	0	1	1.0	1.0	0.36	0.4779661016949153	0.8723404255319149	-0.11913265306122452	0.1050595238095238	0.10361111111111111	0.04444444444444445	-0.013095238095238097
08-1341	1	5/24/10	5	10	UNITED STATES v. GLENN MARCUS	-13.0	-1.0	0.0	-0.3333333333333333	0.0	-0.6666666666666666	5/24/10	7	1	1	-1.0	-1.0	-0.536	0.4754098360655738	-0.6666666666666666	0.08013392857142858	-0.023809523809523808	-0.004166666666666707	0.0	0.1785863095238095
08-1371	0	6/28/10	6	10	"""CHRISTIAN LEGAL SOCIETY CHAPTER OF THE UNIVERSITY OF CALIFORNIA, HASTINGS COLLEGE OF THE LAW, AKA HASTINGS CHRISTIAN FELLOWSHIP v. LEO P. MARTINEZ et al."""	-14.0	0.0	0.6	-1.0	-1.0	-0.09090909090909093	6/28/10	5	4	0	0.17757009345794392	0.19047619047619047	-0.48125	-0.5746268656716418	-0.38461538461538464	0.1619318181818182	-0.1362689393939394	-0.11761111111111112	-0.0353968253968254	0.004512471655328802
08-1394	1	6/24/10	6	10	JEFFREY K. SKILLING v. UNITED STATES	-1.0	0.42857142857142855	1.0	-1.0	-0.3333333333333333	-1.0	6/24/10	9	0	1	0.19844357976653693	1.0	-1.0	0.46	-1.0	-0.027861721611721627	-0.2037698412698413	0.15	-0.29555555555555557	0.011479591836734701
08-1402	0	3/30/10	3	10	"""MARY BERGHUIS, WARDEN v. DIAPOLIS SMITH"""	-3.0	-0.6	-0.6666666666666666	1.0	-0.6666666666666666	-1.0	3/30/10	9	0	1	-0.6479400749063671	-0.7362637362637363	0.8057142857142857	-0.006369426751592357	-0.4957264957264957	-0.030324675324675324	-0.11835317460317463	-0.05874999999999999	0.09937641723356008	-0.24900793650793646
08-1423	-1	12/13/10	12	10	"""COSTCO WHOLESALE CORPORATION, PETITIONER  v. OMEGA, S.A."""		0.0	0.0	0.0	0.0	0.0	12/13/10	4	4	0	0.3776435045317221	-1.0	1.0	0.6106194690265486	-0.2689655172413793	-0.028994360902255635	0.25	0.0	-0.09523809523809523	0.484375
08-1438	1	4/20/11	4	11	"""HARVEY LEROY SOSSAMON, III, PETITIONER v. TEXAS et al."""		0.0	0.0	0.0	0.0	0.0	4/20/11	6	2	0	1.0	0.0	-0.1728395061728395	-1.0	-1.0	-0.24656084656084656	0.0	-0.19841269841269843	-0.05555555555555555	0.0
08-1448	0	6/27/11	6	11	"""EDMUND G. BROWN, JR., GOVERNOR OF CALIFORNIA, et al., PETITIONERS v. ENTERTAINMENT MERCHANTS ASSOCIATION, et al."""		0.0	0.0	0.0	0.0	0.0	6/27/11	7	2	0	1.0	-1.0	-1.0	0.4973262032085562	-0.11740890688259108	-0.11904761904761905	-0.13685064935064933	0.03362036514210428	-0.007142857142857145	0.621358543417367
08-1457	0	6/17/10	6	10	"""NEW PROCESS STEEL, L. P. v. NATIONAL LABOR RELATIONS BOARD"""		0.0	0.0	0.0	0.0	0.0	6/17/10	5	4	1	0.4202127659574468	0.8198198198198198	-0.11578947368421053	-0.1720430107526882	-0.267175572519084	0.004133333333333336	-0.016865079365079364	0.01282051282051282	0.06137445887445888	0.021731292517006805
08-146	0	5/4/09	5	9	"""ARTHUR ANDERSEN LLP, et al. v. WAYNE CARLISLE et al."""	8.0	0.3333333333333333	0.3333333333333333	1.0	0.0	0.0	5/4/09	6	3	1	-0.4762886597938144	0.21040189125295508	0.12	0.6086956521739131	1.0	-0.14030612244897958	-0.13576007326007328	0.24791666666666665	0.08333333333333333	0.0
08-1470	-1	6/1/10	6	10	"""MARY BERGHUIS, WARDEN v. VAN CHESTER THOMPKINS"""	45.0	0.8181818181818182	0.0	1.0	1.0	0.6666666666666666	6/1/10	5	4	1	0.9727427597955708	1.0	0.07352941176470587	0.06115107913669065	0.4744027303754266	-0.4627047038327526	-0.12244897959183673	0.40454545454545454	0.029942279942279937	0.04396552634357509
08-1521	-1	6/28/10	6	10	"""OTIS MCDONALD, et al. v. CITY OF CHICAGO, ILLINOIS, et al."""	54.0	0.5	1.0	1.0	1.0	1.0	6/28/10	5	4	1	0.9710144927536232	1.0	1.0	0.9665071770334928	1.0	0.0961117330944917	-0.023484848484848494	-0.09595864661654135	-0.1135190476190476	-0.01754092261904762
08-1529	0	5/3/10	5	10	"""ESTHER HUI, et al. v. YANIRA CASTANEDA, AS PERSONAL REPRESENTATIVE OF THE ESTATE OF FRANCISCO CASTANEDA, et al."""	18.0	1.0	1.0	1.0	1.0	1.0	5/3/10	9	0	1	1.0	-0.10400000000000001	1.0	0.8174273858921162	1.0	-0.11103316326530611	-0.29166666666666663	-0.5	0.20572916666666669	-0.08333333333333333
08-1553	-1	6/21/10	6	10	KAWASAKI KISEN KAISHA LTD. et al. v. REGAL-BELOIT CORP. et al.	40.0	1.0	0.0	0.0	1.0	1.0	6/21/10	6	3	1	0.9057017543859648	0.7391304347826086	0.0	0.2586872586872587	0.3966480446927375	-0.09174783549783548	0.0	0.0	-0.05827664399092969	-0.10464285714285712
08-1555	1	6/1/10	6	10	MOHAMED ALI SAMANTAR v. BASHE ABDI YOUSUF et al.	-40.0	-0.6	-0.5	0.3333333333333333	-1.0	-1.0	6/1/10	9	0	0	-0.6184971098265896	-0.9754601226993864	-0.7086092715231788	-0.569060773480663	-0.7683397683397684	-0.08118165784832453	0.02281746031746031	-0.0180952380952381	-0.2162210338680927	-0.2339607142857143
08-1569	1	5/24/10	5	10	UNITED STATES v. MARTIN O'BRIEN AND ARTHUR BURGESS	24.0	0.0	1.0	-0.3333333333333333	0.0	0.7142857142857143	5/24/10	9	0	0	1.0	0.4939759036144578	-0.8709677419354839	0.4	0.6537102473498233	-0.375	0.0	-0.05249999999999998	-0.5	-0.5671428571428572
08-192	0	5/26/09	5	9	SALMAN KHADE ABUELHAWA v. UNITED STATES	-13.0	-1.0	-1.0	1.0	1.0	-0.6666666666666666	5/26/09	9	0	1	-1.0	-0.9874213836477987	1.0	1.0	-0.9607843137254902	-0.02453231292517006	-0.23489583333333333	-0.024247685185185178	0.008418367346938778	0.06263736263736264
08-205	1	9/9/09	9	9	CITIZENS UNITED v. FEDERAL ELECTION COMMISSION	2.0	-0.3333333333333333	-0.3333333333333333	0.0	0.7142857142857143	-0.2	1/21/10	5	4	1	0.9617224880382776	-0.6175548589341693	0.917098445595855	0.8630806845965769	-0.4744027303754266	-0.004861111111111094	0.1436459373959374	0.2689102564102564	-0.04099206349206349	-0.016578483245149905
08-214	0	6/25/09	6	9	"""ATLANTIC SOUNDING CO., INC., et al. v. EDGAR L. TOWNSEND"""	-2.0	0.3333333333333333	0.0	0.0	0.0	0.3333333333333333	6/25/09	5	4	0	0.23404255319148934	0.16883116883116886	0.07112970711297073	-0.441340782122905	-0.5333333333333333	0.4214285714285714	-0.1795021645021645	0.10496031746031745	0.1625	0.038965201465201466
08-240	-1	3/2/10	3	10	"""MAC'S SHELL SERVICE, INC., et al. v. SHELL OIL PRODUCTS CO. LLC et al."""	45.0	1.0	0.0	1.0	0.0	1.0	3/2/10	9	0	0	1.0	1.0	1.0	1.0	1.0	-0.018055555555555568	0.0	-0.1878645833333333	-0.0443402777777778	0.00037414965986394744
08-267	0	6/8/09	6	9	UNITED STATES v. JACOB DENEDO	-8.0	-0.25	0.0	-0.3333333333333333	-1.0	-1.0	6/8/09	5	4	0	-0.293800539083558	-0.8773006134969326	-0.7804878048780488	-0.8968692449355433	-0.12162162162162166	0.06150496031746032	-0.026273148148148157	0.10330086580086581	-0.0031328320802004976	0.14772588522588523
